"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"INTEGRAL",27540,45,25.4371212,68.9369376,57973.18,313.88,76.71,246.2118901,26.32359075,1630071024,FALSE
"ASIASAT 4",27718,45,0.22747768,38.20690582,35780.87,250.9,40.21,210.54862043,-2.51541958,1630071026,FALSE
"INMARSAT 4-F1",28628,44,-3.20091028,143.55387703,35798.45,101.16,14.21,329.83915718,-6.17346047,1630071028,FALSE
"CUBESAT XI-V",28895,44,-77.80357918,-126.62710527,704.62,174.11,-57.5,72.12528098,-49.68727965,1630071029,FALSE
"PAKSAT 1R",37779,44,-0.01790277,38.01905139,35794.25,250.7,39.9,210.36263991,-2.78644273,1630071031,FALSE
"NIGERIASAT X",37790,45,14.87729712,-65.83225327,696.88,310.39,-64.81,95.75803624,-0.35711298,1630071032,FALSE
"INTELSAT 20",38740,46,0.03988566,68.48325082,35783.29,210.62,66.64,245.17141016,-2.89789483,1630071034,FALSE
"SOCRATES",39768,47,-51.48296215,168.00441683,632.24,139.99,-49.53,41.12168607,-44.67743642,1630071035,TRUE
"TESS",43435,48,2.69581168,-81.69578095,377655.1,313.85,-62.41,96.37958359,2.39186619,1630071037,FALSE
"KEPLER-2 (TARS)",46319,49,74.69176656,-18.32021497,541.06,344.19,-34.54,92.82943882,35.98955021,1630071038,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,28.31088047,-171.30118195,421.87,56.71,-47.72,49.63173053,7.45218989,1630072804,TRUE
"MARS ORBITER MISSION",39370,50,270,83.95131589,-6399.59,0,-89.89,84.28296752,-17.27740394,1630072805,FALSE
"RESOURCESAT 2",37387,50,57.23866891,112.54367778,830.84,24.49,-15.67,46.51458424,48.96758168,1630072806,FALSE
"YOUTHSAT",37388,50,19.7966756,89.1641179,809.96,74.96,28.02,330.19862676,20.64450647,1630072807,FALSE
"SWAYAM",41607,50,40.73035344,101.25841528,486.24,35.46,-7.57,26.61262362,46.81099829,1630072808,TRUE
"CARTOSAT 2AT",29710,50,-21.98541899,142.36485644,401.98,119.71,-34.61,24.78104118,-34.13389566,1630072810,TRUE
"OCEANSAT 2",35931,50,-5.74245298,149.38399007,727.86,101.45,-32.72,23.77153537,-18.8681387,1630072811,TRUE
"IRNSS-1A",39199,50,14.5722768,59.0828926,35709.01,264.23,67.89,241.59860036,13.97825804,1630072812,FALSE
"INS-1A",41949,50,-55.70608669,125.7918846,510.45,155.19,-39.18,44.86549217,-59.42441024,1630072813,TRUE
"KALAMSAT-V2/PSLV",43948,50,-68.22928423,-166.41192855,466.17,158.02,-56.49,66.63512124,-47.59184104,1630072814,TRUE
"CHINASAT 2E",49062,50,0.07828743,98.04682581,35788.68,129.87,59.75,287.05816773,-2.91500453,1630072816,FALSE
"COSMOS 2550",48865,50,-8.99903863,5.66302638,465.86,256.09,-35.74,141.96299518,-20.9939784,1630072817,FALSE
"CHALLENGEONE",47956,50,82.31391229,-148.16055584,547.31,5.73,-36.14,78.53616158,36.16906228,1630072818,FALSE
"CALSPHERE 1",900,50,-83.54735815,28.10535762,1012.48,185.14,-48.36,91.14891183,-58.75084915,1630072819,FALSE
"HISPASAT 1D",27528,51,-1.56662502,-143.06436772,35793.33,73.4,-51.62,47.71176432,-3.79566202,1630072820,FALSE
"INTEGRAL",27540,50,23.55921591,62.46808084,53451.71,295.07,71.9,246.39667156,24.22400135,1630072822,FALSE
"ASIASAT 4",27718,50,0.21193548,38.20853999,35781.87,250.88,40.2,218.05798491,-2.54162786,1630072823,FALSE
"INMARSAT 4-F1",28628,50,-3.01919367,143.56263422,35798.85,100.97,14.26,337.35227227,-5.98984024,1630072824,FALSE
"CUBESAT XI-V",28895,49,28.86342905,-179.28852765,674.95,58.96,-43.18,45.0831824,8.76324394,1630072826,TRUE
"PAKSAT 1R",37779,50,-0.01424441,38.01590412,35795.21,250.71,39.9,217.86246612,-2.79118663,1630072827,FALSE
"NIGERIASAT X",37790,50,-81.21746088,168.45515266,735.51,170.73,-51.38,74.40527809,-55.21260841,1630072828,FALSE
"INTELSAT 20",38740,50,0.0371277,68.48412166,35783.82,210.61,66.64,252.67179823,-2.91579677,1630072829,FALSE
"SOCRATES",39768,50,58.39884932,137.67165376,621.46,31.67,-25.02,47.32496922,37.44769125,1630072830,FALSE
"TESS",43435,49,2.75019935,-89.02956427,377631.32,327.33,-66.77,96.65550855,2.44468533,1630072832,FALSE
"KEPLER-2 (TARS)",46319,49,-36.39818288,-59.83623703,546.75,234.52,-68.51,104.3344185,-28.67589806,1630072833,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,0,44.18677027,22.93520626,425.63,312.49,-23.08,322.77263268,28.27332556,1630117803,FALSE
"MARS ORBITER MISSION",39370,1,270,-104.05786413,-6399.59,0,-89.89,272.21739546,-17.27122456,1630117804,FALSE
"RESOURCESAT 2",37387,2,-22.29077629,115.06952832,825.55,136.44,-19.81,192.68315171,-48.57478763,1630117806,FALSE
"YOUTHSAT",37388,3,10.38124996,86.19993979,810.45,131.85,28.61,138.36176712,-24.2385632,1630117807,FALSE
"SWAYAM",41607,4,20.6916631,-82.72768527,485.62,333.38,-68.05,281.9356573,2.34673368,1630117808,TRUE
"CARTOSAT 2AT",29710,5,-50.94392135,-38.52923367,445.98,220.85,-59.13,297.68602961,-38.89972552,1630117810,TRUE
"OCEANSAT 2",35931,6,-13.21887062,139.09636004,727.84,112.87,-28.95,206.3325137,-27.8135902,1630117811,FALSE
"IRNSS-1A",39199,7,-10.75601495,58.0089625,35867.19,217.2,49.78,68.44579748,-15.28357385,1630117812,FALSE
"INS-1A",41949,8,-74.12036661,-45.86780087,514.18,194.65,-56.61,284.45268519,-49.3128848,1630117813,TRUE
"KALAMSAT-V2/PSLV",43948,9,-59.45489177,-1.35233591,463.95,210.72,-48.32,304.21588678,-50.33387045,1630117815,TRUE
"CHINASAT 2E",49062,10,-0.11345819,98.04785233,35784.79,130.19,59.6,115.08472467,-3.0484867,1630117816,FALSE
"COSMOS 2550",48865,11,-4.73707995,174.25727239,465.84,92.69,-46.66,227.22882433,-14.23606365,1630117817,FALSE
"CHALLENGEONE",47956,12,32.4628386,121.84978069,540.41,60.51,-14.82,206.95399529,22.2211377,1630117819,FALSE
"CALSPHERE 1",900,13,-42.91351932,21.69705491,1018.32,218.72,-34.77,327.70805555,-51.57514121,1630117820,FALSE
"HISPASAT 1D",27528,14,1.34698655,-142.9585598,35780.33,69.56,-50.6,235.81724513,-1.03539172,1630117821,FALSE
"INTEGRAL",27540,15,65.2736859,172.36816798,84683.57,25.5,10.18,195.2536762,64.35795131,1630117822,FALSE
"ASIASAT 4",27718,16,-0.19166498,38.1646434,35788.69,250.38,39.96,46.03176398,-3.16822494,1630117823,FALSE
"INMARSAT 4-F1",28628,17,2.77115132,143.55542884,35773.08,95,16.24,165.37015553,0.32263171,1630117825,FALSE
"CUBESAT XI-V",28895,18,-70.55699883,154.12326795,708.23,160.63,-48.48,249.52037931,-55.05821395,1630117826,FALSE
"PAKSAT 1R",37779,19,0.00524326,37.98217949,35775.83,250.75,39.87,45.84335235,-2.9491362,1630117827,FALSE
"NIGERIASAT X",37790,20,52.08610302,107.31515161,698.18,26.7,-12.93,229.80007653,49.91198644,1630117828,FALSE
"INTELSAT 20",38740,21,-0.03349416,68.46024571,35788,210.57,66.56,80.66977154,-3.05172045,1630117829,FALSE
"SOCRATES",39768,22,-38.72080263,-30.59603661,625.97,235.04,-56.09,305.57658731,-33.67474926,1630117831,TRUE
"TESS",43435,23,4.11427688,87.14097603,375375.25,146.37,73.99,101.17049558,3.91565328,1630117832,FALSE
"KEPLER-2 (TARS)",46319,24,10.83693316,119.62063075,532.88,93.61,-13.95,194.73089407,-7.28068957,1630117833,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,25,1.07356221,144.57341325,423.14,96.33,-30.67,217.9276558,-13.92033103,1630119602,FALSE
"MARS ORBITER MISSION",39370,26,270,-111.57422045,-6399.59,360,-89.89,279.73428919,-17.28693397,1630119603,FALSE
"RESOURCESAT 2",37387,27,-50.65061265,-58.2513615,841.08,216.19,-64.62,298.1307035,-36.95532283,1630119604,TRUE
"YOUTHSAT",37388,28,-79.83519989,-48.16355173,850.29,188.94,-54.37,288.16276566,-52.43430836,1630119605,FALSE
"SWAYAM",41607,29,44.24639285,99.61406034,487.43,29.11,-8.84,230.09042736,51.17520554,1630119606,FALSE
"CARTOSAT 2AT",29710,30,64.68293852,-72.67016199,463.62,348,-45.74,289.15811017,25.87878506,1630119607,FALSE
"OCEANSAT 2",35931,31,-57.55409855,-33.25149715,746.87,213.98,-56.22,305.04354904,-43.59785098,1630119608,TRUE
"IRNSS-1A",39199,32,-6.94283525,57.01598437,35868.54,222.9,52.48,74.84175486,-10.92792968,1630119609,FALSE
"INS-1A",41949,33,38.06765318,-85.69787372,496.5,345.2,-60.17,287.28327657,11.45950403,1630119610,TRUE
"KALAMSAT-V2/PSLV",43948,34,54.06836046,-36.22095991,451.18,327.69,-42.86,305.04854343,22.73705028,1630119612,TRUE
"CHINASAT 2E",49062,35,-0.14488709,98.04823224,35784.97,130.24,59.57,122.59279877,-3.07086032,1630119613,FALSE
"COSMOS 2550",48865,36,-53.13519955,-49.29371386,480.46,216.23,-62.11,300.42144521,-38.69539533,1630119615,TRUE
"CHALLENGEONE",47956,37,33.91419708,-55.7412134,550.09,319.8,-54.8,302.05105069,10.11821586,1630119616,TRUE
"CALSPHERE 1",900,38,59.78567579,13.75181136,1007.19,329,-24.35,316.7845102,38.35961264,1630119618,FALSE
"HISPASAT 1D",27528,39,1.11971526,-142.95873992,35782.92,69.85,-50.69,243.32807549,-1.25282006,1630119619,FALSE
"INTEGRAL",27540,40,65.00796418,167.00462189,87787.72,26.12,12.53,197.18141111,64.44510915,1630119621,FALSE
"ASIASAT 4",27718,41,-0.16884932,38.1638281,35787.56,250.41,39.97,53.54754604,-3.13078772,1630119622,FALSE
"INMARSAT 4-F1",28628,42,2.48799737,143.56268867,35772.96,95.3,16.14,172.89235739,0.02721761,1630119624,FALSE
"CUBESAT XI-V",28895,43,1.86176445,-10.09323047,671.93,271.44,-41.07,329.8484127,-10.41091367,1630119625,TRUE
"PAKSAT 1R",37779,44,0.00139675,37.98588756,35775.2,250.75,39.88,53.3684231,-2.9413894,1630119627,FALSE
"NIGERIASAT X",37790,45,-56.09202283,77.64164006,727.33,180.49,-32.62,280.9645788,-74.80374592,1630119629,FALSE
"INTELSAT 20",38740,46,-0.02951315,68.45962359,35787.4,210.58,66.56,88.19379831,-3.03139523,1630119630,FALSE
"SOCRATES",39768,47,71.02125097,-67.98295514,624.99,349.61,-41.66,288.97031095,30.12515969,1630119632,FALSE
"TESS",43435,48,4.1690117,79.78530995,375218.4,174.29,76.51,101.22046062,3.97201168,1630119633,FALSE
"KEPLER-2 (TARS)",46319,49,-75.66657866,-38.56943646,561.54,194.01,-55.22,292.33816587,-50.75074368,1630119635,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-45.59087093,-95.65079719,434.71,188.7,-75.35,289.76261778,-31.89167063,1630121402,TRUE
"MARS ORBITER MISSION",39370,51,270,-119.09475466,-6399.59,360,-89.89,287.2559957,-17.30229035,1630121403,FALSE
"RESOURCESAT 2",37387,50,54.51523273,-88.6122656,830.3,352.17,-51.13,292.61893866,21.07502131,1630121405,FALSE
"YOUTHSAT",37388,51,22.33248882,-113.7772037,809.41,17.25,-67.98,280.91859549,3.66482321,1630121406,FALSE
"SWAYAM",41607,51,-68.72759133,66.02335859,522.35,184.53,-40.95,295.52471886,-66.19005076,1630121407,FALSE
"CARTOSAT 2AT",29710,51,1.71740034,116.96130078,619.94,108.11,-13.37,205.32554487,-20.76397564,1630121408,FALSE
"OCEANSAT 2",35931,51,49.87106311,-63.85040173,730.28,335.87,-50.17,303.46700344,19.08066649,1630121409,TRUE
"IRNSS-1A",39199,51,-3.03141485,55.91385249,35868.66,229.65,54.83,81.11831173,-6.44316617,1630121411,FALSE
"INS-1A",41949,51,26.90529508,96.22941805,484.58,56.89,2.87,205.30116405,32.63421467,1630121412,FALSE
"KALAMSAT-V2/PSLV",43948,51,9.26545613,149.98230643,440.31,86.27,-32.11,229.11718638,-5.95814791,1630121413,FALSE
"CHINASAT 2E",49062,51,-0.17391821,98.0485619,35785.19,130.29,59.55,130.12576907,-3.09155207,1630121416,FALSE
"COSMOS 2550",48865,50,49.2459654,6.20309464,476.38,316.74,-29.53,329.51260517,27.07573477,1630121417,FALSE
"CHALLENGEONE",47956,50,-76.35491425,-101.2315745,593.72,180.08,-59.21,287.32002619,-48.17889649,1630121418,FALSE
"CALSPHERE 1",900,51,17.09493671,-173.44099564,969.64,67.89,-47.32,248.44617626,1.45842551,1630121419,FALSE
"HISPASAT 1D",27528,49,0.87254338,-142.96107296,35785.57,70.17,-50.79,250.85786448,-1.48903727,1630121422,FALSE
"INTEGRAL",27540,48,64.73068623,161.45308731,90776.57,26.57,15.02,198.87785535,64.51147982,1630121424,FALSE
"ASIASAT 4",27718,49,-0.14306209,38.16340197,35786.4,250.44,39.99,61.08036456,-3.08879134,1630121425,FALSE
"INMARSAT 4-F1",28628,48,2.16130873,143.56639584,35773.06,95.64,16.03,180.42731166,-0.3160165,1630121427,FALSE
"CUBESAT XI-V",28895,48,66.70375245,-178.22952391,698.2,23.15,-36.06,265.45447695,32.27604549,1630121428,FALSE
"PAKSAT 1R",37779,47,-0.00247303,37.98979474,35774.75,250.74,39.88,60.90619688,-2.93240128,1630121430,FALSE
"NIGERIASAT X",37790,48,-14.15775174,-95.95225841,705.98,301.58,-86.66,290.33626815,-15.6787912,1630121431,TRUE
"INTELSAT 20",38740,48,-0.02501484,68.45922005,35786.77,210.59,66.57,95.7263236,-3.01039782,1630121433,FALSE
"SOCRATES",39768,47,-4.02860371,127.51028888,623.41,109.06,-21.09,213.37132768,-23.29506758,1630121434,FALSE
"TESS",43435,48,4.22379682,72.42572731,375056.32,204.95,75.33,101.27014005,4.0273537,1630121435,FALSE
"KEPLER-2 (TARS)",46319,49,35.44241774,-82.16097912,534.37,340.93,-60.86,296.76461752,10.1863597,1630121436,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,24,9.94386482,114.61395727,422.71,97.06,-12.25,222.04764899,-10.09823093,1630125003,FALSE
"MARS ORBITER MISSION",39370,24,270,-134.14417952,-6399.59,360,-89.89,302.30958118,-17.33088644,1630125005,FALSE
"RESOURCESAT 2",37387,24,-81.29844748,7.76557062,847.88,188.54,-49.49,312.45097133,-57.26768384,1630125006,FALSE
"YOUTHSAT",37388,23,-55.80749596,42.22562697,841.78,199.89,-35.41,342.90851309,-64.87346135,1630125008,FALSE
"SWAYAM",41607,22,60.4730492,82.93491252,489.2,3.22,-16.29,296.93801194,56.08676018,1630125010,FALSE
"CARTOSAT 2AT",29710,22,47.42754866,-86.89722275,430.34,349.2,-55.79,308.71104315,16.159538,1630125012,TRUE
"OCEANSAT 2",35931,22,-81.57391099,32.77532123,752.54,186.19,-48.18,310.15989421,-58.88938853,1630125013,FALSE
"IRNSS-1A",39199,22,4.85612677,53.63152869,35865.29,245.7,58.08,93.52861033,2.62956853,1630125015,FALSE
"INS-1A",41949,22,21.89819179,-105.43570363,494.66,5.72,-69.52,300.40035761,2.91882157,1630125017,TRUE
"KALAMSAT-V2/PSLV",43948,21,41.57926871,-54.322295,448.68,324.97,-51.93,323.86100984,14.15457771,1630125019,TRUE
"CHINASAT 2E",49062,21,-0.22251359,98.04903404,35785.7,130.37,59.51,145.19118336,-3.12627281,1630125022,FALSE
"COSMOS 2550",48865,21,-62.67056309,-92.30294245,483.08,185.95,-66.4,305.44480552,-40.90973054,1630125025,TRUE
"CHALLENGEONE",47956,20,54.44188078,-72.74029648,549.06,343.17,-50.27,313.87591514,20.69410612,1630125026,TRUE
"CALSPHERE 1",900,20,9.2941336,-8.5961014,1009.1,278.07,-37.61,354.30691738,-4.52703636,1630125028,FALSE
"HISPASAT 1D",27528,20,0.33734371,-142.97136137,35790.83,70.86,-50.99,265.9209802,-1.99981404,1630125030,FALSE
"INTEGRAL",27540,19,64.15609605,149.89837991,96416.47,26.82,20.32,201.63729163,64.58547348,1630125032,FALSE
"ASIASAT 4",27718,18,-0.08446596,38.16375526,35784.06,250.52,40.01,76.16371655,-2.99420282,1630125035,FALSE
"INMARSAT 4-F1",28628,18,1.40166767,143.56365015,35773.92,96.43,15.78,195.49880888,-1.1202412,1630125036,FALSE
"CUBESAT XI-V",28895,18,-28.13517508,-28.05717088,679.96,246.33,-54.25,339.66468708,-27.94317714,1630125037,TRUE
"PAKSAT 1R",37779,19,-0.01000405,37.99792219,35774.44,250.72,39.88,75.99444164,-2.91135909,1630125039,FALSE
"NIGERIASAT X",37790,20,-25.39568045,63.22780694,711.12,199.65,-15.39,35.9765736,-71.12787724,1630125040,FALSE
"INTELSAT 20",38740,21,-0.01478622,68.45908944,35785.51,210.6,66.58,110.80436818,-2.96787049,1630125042,FALSE
"SOCRATES",39768,22,46.60933691,-75.33237954,618.16,340.89,-54.17,314.07903695,16.49230567,1630125043,TRUE
"TESS",43435,23,4.33361339,57.68258132,374716.15,239.77,65.42,101.37698407,4.13495187,1630125045,FALSE
"KEPLER-2 (TARS)",46319,24,-79.83362461,41.36555126,562.23,186.24,-47.62,310.61142691,-59.43476234,1630125046,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,25,-49.84383003,-133.92949118,436.63,148.34,-68.6,296.21709723,-35.12911388,1630126804,TRUE
"MARS ORBITER MISSION",39370,26,270,-141.66471372,-6399.59,0,-89.89,309.83302979,-17.34361825,1630126805,FALSE
"RESOURCESAT 2",37387,27,14.91952671,-101.18723129,824.63,359.39,-72.84,310.05102941,-0.32300967,1630126806,TRUE
"YOUTHSAT",37388,28,-17.10639016,-130.25897584,821.14,93.38,-75.44,294.57793841,-17.73003531,1630126807,TRUE
"SWAYAM",41607,29,-52.77120682,52.90937069,515.9,195.9,-33.83,347.77714993,-68.36994089,1630126809,FALSE
"CARTOSAT 2AT",29710,30,18.7981586,96.90361923,613.69,82.54,7.75,214.71203104,9.67062365,1630126810,FALSE
"OCEANSAT 2",35931,31,16.72748126,-78.95366899,725.69,325.7,-68.5,321.8193724,0.50842823,1630126812,TRUE
"IRNSS-1A",39199,32,8.72548518,52.57518265,35861.86,254.39,58.89,99.78366739,7.08539242,1630126813,FALSE
"INS-1A",41949,33,43.39900057,76.93419211,488.77,357.44,-3.94,316.99911267,68.39826869,1630126814,FALSE
"KALAMSAT-V2/PSLV",43948,34,22.26879342,129.65862879,441.1,75.39,-19.82,243.38190547,7.32045075,1630126816,FALSE
"CHINASAT 2E",49062,35,-0.24116751,98.04915978,35785.98,130.4,59.5,152.69020912,-3.13965289,1630126817,FALSE
"COSMOS 2550",48865,36,36.70766658,-27.44826679,472.99,309.45,-43.94,344.76264658,13.1066603,1630126819,TRUE
"CHALLENGEONE",47956,37,-56.72724259,-102.43502544,588.04,179.2,-69.57,309.51153688,-37.84460459,1630126820,TRUE
"CALSPHERE 1",900,38,68.40493074,164.35345014,990.98,22.74,-30.6,285.36382101,37.26265803,1630126821,FALSE
"HISPASAT 1D",27528,39,0.06040112,-142.97864523,35793.34,71.22,-51.09,273.40488388,-2.26379295,1630126823,FALSE
"INTEGRAL",27540,40,63.86550426,143.97253925,99059.67,26.55,23.07,202.725814,64.59231044,1630126824,FALSE
"ASIASAT 4",27718,41,-0.05296574,38.16452715,35782.93,250.56,40.03,83.64321788,-2.94371917,1630126825,FALSE
"INMARSAT 4-F1",28628,42,0.98558542,143.55785175,35774.67,96.86,15.65,202.96941363,-1.56329348,1630126826,FALSE
"CUBESAT XI-V",28895,43,78.16700011,-82.13990578,694.01,356.06,-38.69,313.76690494,33.70973645,1630126828,FALSE
"PAKSAT 1R",37779,44,-0.01350511,38.00196569,35774.58,250.72,39.88,83.47785543,-2.89977363,1630126829,FALSE
"NIGERIASAT X",37790,45,-45.80551102,-112.25268326,722.35,164.69,-74.43,305.10182375,-32.42956485,1630126830,TRUE
"INTELSAT 20",38740,46,-0.00928428,68.45935885,35784.89,210.61,66.58,118.27886933,-2.9472681,1630126831,FALSE
"SOCRATES",39768,47,22.1229672,108.77636034,621.98,75.59,-4.19,228.52122624,12.61211475,1630126832,FALSE
"TESS",43435,48,4.38803808,50.3807051,374540.02,248.01,59.08,101.43748212,4.18662356,1630126833,FALSE
"KEPLER-2 (TARS)",46319,49,15.39181141,-101.38261696,532.83,359.75,-72.94,310.06578261,-0.42126718,1630126835,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,30.18216856,-45.46816257,422.15,310.97,-52.74,344.86325931,7.97365581,1630128603,TRUE
"MARS ORBITER MISSION",39370,50,270,-149.18107005,-6399.59,0,-89.89,317.35279135,-17.35500711,1630128604,FALSE
"RESOURCESAT 2",37387,51,57.40258276,87.2878913,827.93,7.33,-10.91,302.70776679,60.69006187,1630128606,FALSE
"YOUTHSAT",37388,50,81.67757638,130.70657949,812.74,7.14,-28.77,308.82956566,43.22938267,1630128607,FALSE
"SWAYAM",41607,51,-12.88437789,-123.32489082,494.09,80.5,-78.82,305.94700723,-15.31883872,1630128608,TRUE
"CARTOSAT 2AT",29710,52,-81.80124845,-20.64025073,520.22,188.61,-52.74,326.17565566,-54.13149704,1630128609,FALSE
"OCEANSAT 2",35931,52,53.68988794,107.4358539,729.89,25.12,-13.46,277.23039542,50.4105833,1630128610,FALSE
"IRNSS-1A",39199,52,12.48424513,51.65313356,35857.31,263.04,59.22,106.17055782,11.41335562,1630128611,FALSE
"INS-1A",41949,53,-69.57889287,42.504827,509.79,191.91,-43.19,336.25239048,-62.41944839,1630128612,FALSE
"KALAMSAT-V2/PSLV",43948,53,-80.78586502,10.18208244,467.98,188.88,-50.4,327.47466072,-56.34765819,1630128613,FALSE
"CHINASAT 2E",49062,53,-0.25571582,98.04920233,35786.27,130.42,59.49,160.20160268,-3.1501346,1630128615,FALSE
