"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,47,50.58364438,48.46014562,428.62,330.88,-15.5,10.28283589,46.18009732,1629700205,FALSE
"MARS ORBITER MISSION",39370,47,270,-159.30225805,-6399.59,0,-89.89,327.47942571,-17.36782753,1629700206,FALSE
"RESOURCESAT 2",37387,47,-40.17986983,-114.0194386,836.52,156.91,-76.72,321.53228856,-29.6138987,1629700207,TRUE
"YOUTHSAT",37388,46,-59.59522421,10.38296388,841.91,208.28,-43.99,3.31998826,-54.41151194,1629700209,FALSE
"SWAYAM",41607,46,57.36150473,51.4873057,487.66,339.57,-17.28,358.59894851,49.82319043,1629700210,FALSE
"CARTOSAT 2AT",29710,46,47.68707642,80.10154149,557.08,2.18,-6.38,322.2924999,66.00107863,1629700212,FALSE
"OCEANSAT 2",35931,46,16.662162,83.52652829,723.8,97.61,49.1,188.64028367,8.78660846,1629700213,FALSE
"IRNSS-1A",39199,47,17.35952307,50.98446621,35848.87,274.14,59.37,115.40154828,17.03303788,1629700214,FALSE
"INS-1A",41949,47,19.63086975,-135.05836848,494.44,43.16,-64.25,310.2439886,1.80531276,1629700215,TRUE
"KALAMSAT-V2/PSLV",43948,45,52.57029639,114.05724156,448.79,30.21,-17.73,285.9660711,43.97098106,1629700218,FALSE
"CHINASAT 2E",49062,45,7.31603464,141.45851862,34036.79,90.83,19.34,218.81181967,5.01600617,1629700219,FALSE
"COSMOS 2550",48865,45,35.17517274,114.44913121,470.66,53.86,-12.13,262.94521781,29.28454282,1629700221,FALSE
"CHALLENGEONE",47956,45,47.69788036,-104.98784476,545.45,2.57,-55.99,326.09272527,16.53211777,1629700222,TRUE
"CALSPHERE 1",900,44,-11.87097606,146.17502436,972.12,108.58,-31,264.29121197,-24.42851376,1629700224,FALSE
"HISPASAT 1D",27528,43,-0.58560434,-142.9947663,35802.34,72.07,-51.32,291.03498422,-2.8786356,1629700226,FALSE
"INTEGRAL",27540,42,58.64428178,143.75317833,133471.55,32.23,25.2,217.49531172,59.15177444,1629700228,FALSE
"ASIASAT 4",27718,42,0.02557067,38.18125806,35780.57,250.65,40.08,101.31141903,-2.81955854,1629700229,FALSE
"INMARSAT 4-F1",28628,42,-0.04689451,143.54968902,35778.79,97.93,15.31,220.60668257,-2.6685301,1629700230,FALSE
"CUBESAT XI-V",28895,43,-5.01231823,-61.61593595,672.61,282.96,-68.44,349.04086407,-11.63591274,1629700231,TRUE
"PAKSAT 1R",37779,44,-0.02370752,38.05672386,35771.57,250.67,39.93,101.18840924,-2.8746183,1629700233,FALSE
"NIGERIASAT X",37790,45,-37.49548646,-136.71861858,719.51,129.88,-70.65,310.68651513,-29.09171196,1629700235,TRUE
"INTELSAT 20",38740,46,0.01129956,68.48313385,35779.75,210.58,66.62,135.95953515,-2.89444885,1629700236,FALSE
"SOCRATES",39768,47,63.77077009,-113.14958724,621.93,5.18,-46.95,323.75482205,25.3721786,1629700237,FALSE
"TESS",43435,48,-10.58224821,-15.3486708,266532.27,260.98,-8.07,52.53716994,-11.02468722,1629700239,FALSE
"KEPLER-2 (TARS)",46319,49,16.05864543,60.3403852,532.25,268.35,5.95,63.77345806,0.3586807,1629700241,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,-28.13986761,138.95429981,429.26,126.86,-34.59,275.77177524,-39.85389618,1629702004,FALSE
"MARS ORBITER MISSION",39370,47,270,-166.82697031,-6399.59,0,-89.89,335.00845791,-17.37536337,1629702007,FALSE
"RESOURCESAT 2",37387,47,64.75007298,-147.54110686,832.49,17.94,-41.97,319.97709511,28.2596747,1629702008,FALSE
"YOUTHSAT",37388,47,-13.13140811,-160.7279307,821.74,94.44,-59.58,303.1151282,-17.25306283,1629702009,TRUE
"SWAYAM",41607,47,-56.07265093,21.70787705,515.96,208.04,-41.45,14.20830446,-56.10677359,1629702011,FALSE
"CARTOSAT 2AT",29710,47,-61.85740008,49.01315597,603.88,193.62,-38.4,1.91611599,-65.97646806,1629702012,FALSE
"OCEANSAT 2",35931,46,-81.52431118,-29.75071824,752.27,188.63,-52.79,343.88985113,-54.0928115,1629702014,FALSE
"IRNSS-1A",39199,45,20.64390643,50.59884799,35842.13,281.55,59.01,122.37483181,20.81750363,1629702016,FALSE
"INS-1A",41949,45,45.37705317,47.45928715,491.18,323.94,-12.91,26.89484542,43.20379254,1629702017,FALSE
"KALAMSAT-V2/PSLV",43948,44,-61.28530629,78.63479204,461.91,179.92,-36.93,334.69168597,-70.58765725,1629702019,FALSE
"CHINASAT 2E",49062,44,9.00823879,138.10426349,32653.56,89.97,22.9,223.13931796,6.78634727,1629702020,FALSE
"COSMOS 2550",48865,44,-63.81756994,-177.45953829,482.41,152.36,-54.55,311.61195476,-47.28065944,1629702022,FALSE
"CHALLENGEONE",47956,43,-63.88166474,-136.43105073,589.9,161.25,-62.78,323.47655118,-42.82027126,1629702024,TRUE
"CALSPHERE 1",900,42,-65.04703354,-40.97322595,1015.37,204.76,-56.54,354.71340516,-46.78226012,1629702027,FALSE
"HISPASAT 1D",27528,42,-0.84816848,-143.00485734,35804.01,72.42,-51.41,298.55481085,-3.12826313,1629702028,FALSE
"INTEGRAL",27540,40,58.38655282,136.83493437,134681.95,31.42,28.84,217.79830074,59.12483856,1629702031,FALSE
"ASIASAT 4",27718,41,0.05752908,38.18330388,35779.78,250.69,40.1,108.85053153,-2.76875734,1629702033,FALSE
"INMARSAT 4-F1",28628,42,-0.49414891,143.53885006,35780.37,98.4,15.17,228.14384978,-3.14968201,1629702037,FALSE
"CUBESAT XI-V",28895,43,72.67203648,137.00925358,695.12,16.44,-27.5,315.42131122,42.27810006,1629702038,FALSE
"PAKSAT 1R",37779,44,-0.02677753,38.06162208,35772.59,250.66,39.94,108.74359103,-2.86266954,1629702040,FALSE
"NIGERIASAT X",37790,45,70.50669344,-173.4262423,701.63,18.89,-36.21,316.93488211,33.38840875,1629702041,FALSE
"INTELSAT 20",38740,46,0.01723896,68.48553255,35779.09,210.58,66.62,143.51143675,-2.87741176,1629702043,FALSE
"SOCRATES",39768,47,3.3812438,75.98135855,622.23,190.25,13.48,136.55640233,-57.33350179,1629702044,FALSE
"TESS",43435,48,-10.49496206,-22.56285046,267707.93,263.06,-14.82,52.90314794,-10.90582476,1629702046,FALSE
"KEPLER-2 (TARS)",46319,49,-79.50470569,-84.48923193,562.2,183.47,-57.35,338.08635732,-50.08292817,1629702048,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-21.07468688,-91.21143177,425.23,248.72,-84.66,347.7650733,-19.38368591,1629703804,TRUE
"MARS ORBITER MISSION",39370,50,270,-174.34332663,-6399.59,0,-89.89,342.52939848,-17.38100872,1629703806,FALSE
"RESOURCESAT 2",37387,50,7.23661682,44.74861119,819.66,257.19,-6.16,70.40482277,-13.97192383,1629703807,FALSE
"YOUTHSAT",37388,50,80.86054461,75.20898561,812.91,359.42,-26.26,343.26384261,46.2289398,1629703809,FALSE
"SWAYAM",41607,50,-9.51972734,-153.70921294,495.35,88.13,-63.36,314.94481741,-14.77175837,1629703810,TRUE
"CARTOSAT 2AT",29710,50,-2.63750049,-123.21843894,393.55,57.49,-76.62,331.13277284,-10.03447804,1629703811,TRUE
"OCEANSAT 2",35931,51,20.32706097,-117.03671427,726.06,22.65,-68.54,334.46389038,2.40278821,1629703812,TRUE
"IRNSS-1A",39199,51,23.61527684,50.51517329,35834.47,288.11,58.61,129.66468282,24.24726829,1629703813,FALSE
"INS-1A",41949,50,-67.697472,14.44303157,507.89,200.24,-46.51,8.16078181,-56.52684528,1629703815,FALSE
"KALAMSAT-V2/PSLV",43948,50,-2.39246877,-92.1595436,445.76,327.64,-80.86,347.5311367,-9.74994191,1629703816,TRUE
"CHINASAT 2E",49062,51,10.79471136,135.17683891,30679.65,88.76,25.88,228.05059399,8.64809345,1629703817,FALSE
"COSMOS 2550",48865,52,10.47409135,-59.07653014,467.98,300.5,-63.86,4.92144223,-3.29139043,1629703818,TRUE
"CHALLENGEONE",47956,52,-3.23286754,52.11915358,552.54,234.27,-8.64,74.7633842,-36.70757262,1629703819,FALSE
"CALSPHERE 1",900,52,37.3913627,-48.94309012,1010.33,318.85,-49.99,8.39822816,13.33369426,1629703821,FALSE
"HISPASAT 1D",27528,52,-1.09507514,-143.01446021,35805.36,72.75,-51.49,306.04193323,-3.36279269,1629703822,FALSE
"INTEGRAL",27540,52,58.13182538,129.9400405,135827.47,30.11,32.41,218.02271847,59.08120562,1629703823,FALSE
"ASIASAT 4",27718,53,0.08828487,38.18560246,35779.1,250.73,40.12,116.33554179,-2.72007008,1629703824,FALSE
"INMARSAT 4-F1",28628,53,-0.92851791,143.52852636,35782.04,98.85,15.03,235.60675464,-3.61837554,1629703826,FALSE
"CUBESAT XI-V",28895,53,-34.122674,97.21002125,703.64,160.82,-21.44,267.9050384,-71.44168124,1629703827,FALSE
"PAKSAT 1R",37779,54,-0.02932845,38.06606848,35773.82,250.65,39.94,116.21882118,-2.85095675,1629703828,FALSE
"NIGERIASAT X",37790,53,-1.07233551,22.04252292,698.38,257.73,-23.97,52.41172004,-17.86701064,1629703830,FALSE
"INTELSAT 20",38740,53,0.02283598,68.48811588,35778.57,210.58,66.63,150.98412319,-2.8625278,1629703831,FALSE
"SOCRATES",39768,53,-71.48791607,-87.70732603,641.57,185.38,-61.36,346.33665957,-46.00185893,1629703833,TRUE
"TESS",43435,53,-10.40897099,-29.70415193,268864,265.06,-21.53,53.28134159,-10.79020258,1629703834,FALSE
"KEPLER-2 (TARS)",46319,54,29.68510171,-141.06178142,534.16,39.47,-58.4,323.03691678,7.43367037,1629703835,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,51.79290364,7.47532237,428.71,319.59,-29.46,30.21857293,28.93468686,1629705604,FALSE
"MARS ORBITER MISSION",39370,50,270,178.14031721,-6399.59,360,-89.89,350.05052903,-17.38467593,1629705605,FALSE
"RESOURCESAT 2",37387,51,-77.51227378,-100.82435797,847.18,180.18,-58,350.21940372,-49.52028596,1629705606,FALSE
"YOUTHSAT",37388,51,-20.72360824,-0.85302378,819.75,247.23,-39.62,43.94494716,-28.40099958,1629705608,FALSE
"SWAYAM",41607,51,73.36838793,42.68359295,489.97,348.75,-26.08,4.37657965,45.07056338,1629705609,FALSE
"CARTOSAT 2AT",29710,51,64.83951246,65.94526522,526.44,352.86,-19.06,1.22098566,52.74832115,1629705611,FALSE
"OCEANSAT 2",35931,51,50.05702396,68.51605686,729.25,348.39,-6.67,16.35083151,63.22823497,1629705612,FALSE
"IRNSS-1A",39199,50,26.22570535,50.75734372,35825.94,293.85,58.3,137.35062251,27.27141702,1629705615,FALSE
"INS-1A",41949,51,3.00362278,-155.34043704,494.23,74.24,-60.41,321.45163482,-7.6961198,1629705616,TRUE
"KALAMSAT-V2/PSLV",43948,51,65.27997252,99.50691799,452.01,11.36,-20.78,333.45478036,50.10585584,1629705617,FALSE
"CHINASAT 2E",49062,51,12.74071469,132.91719917,28054.02,87.03,27.97,233.93465249,10.6573591,1629705619,FALSE
"COSMOS 2550",48865,51,47.98257362,81.15805512,474.58,3.54,-7.88,342.22564397,64.36300696,1629705620,FALSE
"CHALLENGEONE",47956,51,68.51932864,-116.23780362,546.15,5.37,-44.59,345.84513296,27.75814071,1629705621,FALSE
"CALSPHERE 1",900,52,39.87726001,123.79324076,980.71,50.56,-12.77,287.98365376,31.71058241,1629705622,FALSE
"HISPASAT 1D",27528,52,-1.32428179,-143.02334424,35806.4,73.05,-51.57,313.56340215,-3.58028781,1629705624,FALSE
"INTEGRAL",27540,52,57.87700774,122.98896857,136922.45,28.21,35.87,218.17805548,59.01699229,1629705625,FALSE
"ASIASAT 4",27718,53,0.11772114,38.18814557,35778.55,250.77,40.13,123.86671972,-2.67368215,1629705626,FALSE
"INMARSAT 4-F1",28628,53,-1.35007793,143.519333,35783.79,99.28,14.89,243.1255628,-4.07469353,1629705628,FALSE
"CUBESAT XI-V",28895,53,-35.78993252,-78.98286936,685.07,223.36,-75.8,1.09049023,-27.51961582,1629705629,TRUE
"PAKSAT 1R",37779,54,-0.03136462,38.07007422,35775.25,250.65,39.94,123.75198868,-2.83946528,1629705630,FALSE
"NIGERIASAT X",37790,54,-68.47451212,-144.72483191,732.94,162.59,-59.51,337.53898176,-46.13444406,1629705632,TRUE
"INTELSAT 20",38740,55,0.02809857,68.49088333,35778.18,210.58,66.64,158.51546975,-2.84977135,1629705633,FALSE
"SOCRATES",39768,55,38.1355722,-125.63967592,615.06,21.84,-58.55,338.74982197,11.82552855,1629705635,TRUE
"TESS",43435,56,-10.3226843,-36.90430724,270021.87,267.1,-28.29,53.67767335,-10.67604272,1629705636,FALSE
"KEPLER-2 (TARS)",46319,57,36.29761609,41.20839794,534.06,307.29,-12.29,54.02197334,30.10816476,1629705637,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-19.68643383,107.55469566,426.66,140.92,-19.1,276.23692793,-52.92797549,1629707402,FALSE
"MARS ORBITER MISSION",39370,51,270,170.62813894,-6399.59,360,-89.89,357.56758704,-17.38630163,1629707403,FALSE
"RESOURCESAT 2",37387,52,25.28622254,-155.43191582,825.32,52.24,-53.87,329.63611204,5.79303584,1629707404,TRUE
"YOUTHSAT",37388,52,-52.37522341,-174.22944374,841.72,140.04,-54.87,327.88923914,-41.82136469,1629707405,TRUE
"SWAYAM",41607,53,-39.31106267,4.13189079,506.96,228.4,-42.52,45.54346145,-42.02851518,1629707406,FALSE
"CARTOSAT 2AT",29710,53,-44.7169115,33.61027665,619.68,211.56,-33.67,51.7332114,-57.44800519,1629707407,FALSE
"OCEANSAT 2",35931,53,-57.13440128,38.08761848,745.34,200.95,-37.26,36.46381456,-63.00183283,1629707408,FALSE
"IRNSS-1A",39199,54,28.39278951,51.32506779,35816.72,298.71,58.19,145.39248722,29.79804494,1629707409,FALSE
"INS-1A",41949,54,62.15845509,31.53235787,496.51,335.4,-23.63,28.60369657,42.40073233,1629707410,FALSE
"KALAMSAT-V2/PSLV",43948,54,-48.1009681,62.61847251,456.77,191.51,-30.52,34.38713744,-73.31179456,1629707412,FALSE
"CHINASAT 2E",49062,53,14.90872083,131.77034852,24721,84.61,28.52,241.39633077,12.84642023,1629707413,FALSE
"COSMOS 2550",48865,53,-53.98095401,136.53889369,479.21,149.82,-41.27,316.48783143,-54.89312055,1629707414,FALSE
"CHALLENGEONE",47956,54,-42.6115296,-150.25894146,578.57,131.85,-64.82,335.43909723,-32.83840227,1629707415,TRUE
"CALSPHERE 1",900,54,-63.48996534,115.83530694,998.11,164.14,-38.54,327.38110222,-64.81245927,1629707416,FALSE
"HISPASAT 1D",27528,54,-1.52974422,-143.03118529,35807.09,73.33,-51.63,321.04845456,-3.77501743,1629707417,FALSE
"INTEGRAL",27540,54,57.62468124,116.05614087,137956.12,25.68,39.12,218.27038552,58.92975777,1629707418,FALSE
"ASIASAT 4",27718,54,0.14500695,38.19086246,35778.14,250.8,40.15,131.36044274,-2.63090402,1629707419,FALSE
"INMARSAT 4-F1",28628,54,-1.74624715,143.51206794,35785.57,99.69,14.76,250.6050156,-4.50503337,1629707420,FALSE
"CUBESAT XI-V",28895,55,71.85649146,-117.764777,688.58,5.01,-42.19,353.36611821,30.10128971,1629707421,FALSE
"PAKSAT 1R",37779,55,-0.0328224,38.07352041,35776.84,250.64,39.95,131.24269264,-2.82854501,1629707422,FALSE
"NIGERIASAT X",37790,55,38.54216658,-179.12569922,699.02,49.91,-41.24,321.026066,15.24863759,1629707423,FALSE
"INTELSAT 20",38740,55,0.03286324,68.49374719,35777.93,210.58,66.64,166.00094579,-2.83954223,1629707424,FALSE
"SOCRATES",39768,55,30.55177642,57.74785191,622,308.61,1.38,75.67205657,37.15290572,1629707425,FALSE
"TESS",43435,56,-10.23734552,-44.0593773,271164.83,269.21,-35.01,54.08522745,-10.5653122,1629707426,FALSE
"KEPLER-2 (TARS)",46319,56,-74.34690468,0.44755877,561.03,195.87,-49.96,15.64382183,-55.12474228,1629707427,FALSE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,50,-29.450775,-122.80091404,428.09,125.12,-78.25,354.56050731,-23.98642422,1629709202,TRUE
"MARS ORBITER MISSION",39370,51,270,163.10760456,-6399.59,0,-89.89,5.09303078,-17.38585887,1629709203,FALSE
"RESOURCESAT 2",37387,52,47.28192451,30.57981418,825.88,318.2,-17.04,57.25692936,36.33701225,1629709204,FALSE
"YOUTHSAT",37388,52,53.03044316,156.12534921,812.18,39.16,-29.45,325.75395626,29.69455796,1629709205,FALSE
"SWAYAM",41607,52,-26.49747023,-173.78853857,503.07,111.74,-55.16,328.70576691,-26.69523184,1629709206,TRUE
"CARTOSAT 2AT",29710,52,-21.19611908,-143.00393921,415.16,102.11,-69.75,343.93264966,-20.60514355,1629709207,TRUE
"OCEANSAT 2",35931,53,-13.48657104,-134.44710131,729.87,87.37,-73.13,347.57642101,-15.9989818,1629709208,TRUE
"IRNSS-1A",39199,53,30.07270173,52.19645014,35806.86,302.74,58.35,153.83703087,31.77762099,1629709209,FALSE
"INS-1A",41949,53,-51.26715371,0.92379628,501.29,218.13,-46.09,44.48371199,-47.4358279,1629709210,FALSE
"KALAMSAT-V2/PSLV",43948,54,-15.9006255,-112.48021257,448.45,82.54,-84.51,359.44430012,-16.73591647,1629709211,TRUE
"CHINASAT 2E",49062,53,17.42251891,132.56686722,20540.01,81.27,26.3,251.81959508,15.23397936,1629709213,FALSE
"COSMOS 2550",48865,54,-3.60129303,-87.7668349,467.9,314.31,-79.97,12.40408825,-10.39811153,1629709214,TRUE
"CHALLENGEONE",47956,55,-24.82005473,32.70516831,564.61,228.01,-26.6,74.70662199,-44.88782958,1629709215,FALSE
"CALSPHERE 1",900,55,-14.02759951,-71.31746898,1010.28,272.58,-74.27,21.5188539,-16.15184565,1629709216,FALSE
"HISPASAT 1D",27528,55,-1.70980428,-143.03789693,35807.44,73.57,-51.69,328.56398998,-3.94541494,1629709217,FALSE
"INTEGRAL",27540,55,57.37248385,109.08078003,138938.55,22.43,42.12,218.30938436,58.81599928,1629709218,FALSE
"ASIASAT 4",27718,56,0.16991919,38.19372998,35777.86,250.84,40.17,138.8835409,-2.5920857,1629709219,FALSE
"INMARSAT 4-F1",28628,56,-2.11423048,143.50717675,35787.37,100.07,14.64,258.12075439,-4.90637556,1629709220,FALSE
"CUBESAT XI-V",28895,56,-3.27628961,79.75420021,695.75,176.36,5.57,194.37117695,-66.58199873,1629709221,FALSE
"PAKSAT 1R",37779,56,-0.03369284,38.0763875,35778.57,250.64,39.95,138.76611892,-2.81827416,1629709222,FALSE
"NIGERIASAT X",37790,56,31.23606029,4.54481128,694.62,297.24,-29.41,57.93599075,13.51319158,1629709223,FALSE
"INTELSAT 20",38740,56,0.03710385,68.4966888,35777.84,210.58,66.65,173.52827348,-2.83189536,1629709225,FALSE
"SOCRATES",39768,56,-77.6841236,6.58400459,645.12,192.11,-49.51,19.55185958,-56.53903631,1629709226,FALSE
"TESS",43435,56,-10.15185558,-51.26124104,272307.6,271.5,-41.76,54.50777942,-10.45685749,1629709227,FALSE
"KEPLER-2 (TARS)",46319,57,9.22840541,-160.4779635,533.71,70.11,-56.54,333.87535087,-4.16785058,1629709228,TRUE
"info.satname","info.satid","info.transactionscount","positions.satlatitude","positions.satlongitude","positions.sataltitude","positions.azimuth","positions.elevation","positions.ra","positions.dec","positions.timestamp","positions.eclipsed"
"SPACE STATION",25544,49,50.17931421,-33.35230798,428.1,323.43,-43.12,40.27619468,20.70054713,1629711003,FALSE
"MARS ORBITER MISSION",39370,49,270,155.5828923,-6399.59,0,-89.89,12.62259483,-17.38335034,1629711004,FALSE
"RESOURCESAT 2",37387,49,-57.94789526,-0.30804483,840.31,211.99,-46.48,47.96326738,-50.77207784,1629711005,FALSE
"YOUTHSAT",37388,49,18.91654817,-17.30116094,806.78,289.74,-41.41,57.57766664,2.51228552,1629711006,FALSE
"SWAYAM",41607,49,82.52957135,99.93623315,491.11,3.01,-29.61,8.95817736,42.79513309,1629711007,FALSE
"CARTOSAT 2AT",29710,49,80.14954814,78.81322342,492.47,0.07,-27.95,12.45280427,44.53757676,1629711008,FALSE
"OCEANSAT 2",35931,49,80.17403011,92.91725107,734.97,2.75,-26.54,9.0206714,45.85412773,1629711009,FALSE
"IRNSS-1A",39199,48,31.20506228,53.31415769,35796.52,305.88,58.84,162.61363095,33.13801057,1629711011,FALSE
"INS-1A",41949,49,-13.94275338,-175.62768515,496.64,98.97,-52.97,333.60828297,-19.2958303,1629711012,TRUE
"KALAMSAT-V2/PSLV",43948,49,76.95037293,99.11995194,454.31,5.27,-26.91,5.9089822,45.26140377,1629711013,FALSE
"CHINASAT 2E",49062,49,20.38729573,137.29717649,15340.74,76.84,18.36,268.34668506,17.47497991,1629711014,FALSE
"COSMOS 2550",48865,49,59.35656477,41.11662759,478.07,336.06,-20.56,45.28902567,45.27374262,1629711015,FALSE
"CHALLENGEONE",47956,49,82.3206951,-56.24596045,546.24,354.41,-36.22,18.27979794,36.04521099,1629711016,FALSE
"CALSPHERE 1",900,48,88.78438749,-86.58920372,1005.82,359.67,-31.4,13.04569825,41.076805,1629711018,FALSE
"HISPASAT 1D",27528,48,-1.86067075,-143.043382,35807.41,73.77,-51.74,336.08915989,-4.08789504,1629711019,FALSE
"INTEGRAL",27540,48,57.12101478,102.08312794,139867.28,18.42,44.74,218.30412776,58.67350122,1629711020,FALSE
"ASIASAT 4",27718,48,0.19194099,38.19669066,35777.73,250.86,40.18,146.41507265,-2.55803507,1629711021,FALSE
"INMARSAT 4-F1",28628,48,-2.44622134,143.50502234,35789.15,100.41,14.52,265.6480426,-5.27024589,1629711022,FALSE
"CUBESAT XI-V",28895,48,-66.02987914,-88.80465224,701.79,186.83,-64.08,16.81693353,-43.20506873,1629711023,FALSE
"PAKSAT 1R",37779,48,-0.03395425,38.07861598,35780.42,250.64,39.95,146.29713863,-2.80887073,1629711024,FALSE
"NIGERIASAT X",37790,47,-75.71433101,-40.80717224,733.6,193.72,-55.02,25.2834813,-51.01526008,1629711026,FALSE
"INTELSAT 20",38740,47,0.0407207,68.49964061,35777.89,210.58,66.65,181.05978875,-2.82702538,1629711027,FALSE
"SOCRATES",39768,47,11.68737055,-143.54593849,611.77,57.9,-63.42,350.41831036,-2.45295474,1629711028,TRUE
"TESS",43435,48,-10.06669063,-58.46988401,273443.78,274.09,-48.49,54.94146215,-10.35153486,1629711029,FALSE
"KEPLER-2 (TARS)",46319,49,56.49140281,24.61151288,537.98,327.33,-23.65,51.45811078,37.99957792,1629711030,FALSE
